,F1: Superficial,F2/3: Stroma_PPARG+,F2: Universal,F3: FRC-like,F4: DP_HHIP+,F4: DS_DPEP1+,F4: TNN+COCH+,F5: NGFR+,F5: RAMP1+,F6: Inflammatory myofibroblast,F6: Myofibroblast,F7: Fascia-like myofibroblast,F_Fascia
28940,ZNF286A,LSM2,SCARB2,LRFN4,LINC02281,DYM,VAX2,MAPK3,AL449106.1,OR10A4,KCTD6,AL139383.1,AC091962.1
28941,C1orf112,SEL1L,AEN,POLR3D,SPEM3,LANCL3,LINC00472,CDC20B,LINC02092,AC093484.4,CACNA2D2,ZNF595,FAM240B
28942,RBP7,AP000695.2,FNBP4,NPLOC4,KLHL13,AC060814.3,HMX3,RAB29,GAS1RR,DNAJB4,PPP1R3G,PRKAA2,MS4A1
28943,C19orf48,LYPLA1,LEMD3,ZNF385D-AS2,AC079766.1,RAD23A,SLC43A1,HLX-AS1,PFDN4,AC007277.1,SLC6A2,CLDND1,GJB2
28944,KLK8,MPV17,G2E3,AL445248.1,C1orf167,LRRC8C,ALX1,HOXC12,DOCK11,AC010542.2,SLC8B1,PARP11,LINC01583
28945,AC024028.1,TP53I11,ARMCX3,C16orf58,LRRC31,FKBP8,PNMA6A,AP000897.2,ERBIN,AC096631.1,PIK3CD-AS2,PRR5,ISG15
28946,CLK1,TMEM26,BTRC,RAB3GAP2,AP000777.3,GPR171,CDC42,MRPS11,UBE2R2,AC104640.1,UBL3,SERPINF1,RPS6
28947,ISOC1,AC016573.1,SFPQ,MMP28,LRRC4C,PARL,AL392048.1,KHDRBS3,TICAM2,AC131274.1,LNX1,TMEM187,HAUS7
28948,ELF2,ACOXL,RPL7L1,QARS,CNTFR,FNDC4,AC090617.5,PIP4K2A,LYSMD2,MAGEB2,DBI,AC012511.1,PRDX6
28949,HS2ST1,SAMD14,RBMS3-AS2,ETV5,TRAPPC2L,NDUFV2,KCNH6,RIT1,AL136454.1,AP003396.3,OTUD4,PXMP2,ST3GAL4
28950,PTPRN,B9D1,RAB11A,NDUFA6,CD209,MYO9B,FOXL1,CDS1,CCDC87,CSF1,FKBPL,ATE1,GH1
28951,TFPT,CDC20B,CDX1,ST6GALNAC3,ISOC2,HIGD1A,RPL7,STRBP,SNHG9,TRDC,PCGF1,AC079630.1,AC026992.1
28952,ALPK3,RNF157,TNFRSF4,STT3B,AC023796.1,LINC02128,MRAS,SNX17,ATG101,SYPL1,IDNK,METTL1,FIGN
28953,GPR146,MRPS11,EIF5B,LINC01936,UNC5A,BCAT2,BUD31,CCDC90B,VAPA,MRPL30,PHOSPHO2,AC245060.5,AC110813.1
28954,OTUD7A,LANCL1,AC048341.2,EPB41L5,AC011444.2,WNT2,KPNB1,ZNF708,TNIP1,PRCP,HSF1,ZNF652,PLEKHA4
28955,CTU1,HLA-DMA,OBSCN,HS1BP3,AL589745.1,MIAT,CDK4,RTN2,NRAS,HCG11,THBS1,AL118511.1,AC005005.3
28956,MTURN,AC005828.3,ZCCHC8,PCOLCE,AP001476.2,CNTNAP4,DHRS7,SOCS1,PSMB1,AC096772.1,WLS,ANKAR,AC013480.1
28957,KXD1,SF3B6,RIOK2,AC012404.1,LINC00652,WDR61,NIFK,LINC01160,NAA60,LINC01953,TXNRD1,CDCA7,AL672277.1
28958,SDCBP2-AS1,AP1B1,IPO5,PSMD3,LINC01846,ERMN,U91324.1,PIK3CD-AS2,ATRAID,AQP4,CRKL,MTERF4,AC130456.3
28959,AC024337.2,AP1M1,NME1,CATSPERE,FOXG1,COX7A2,FAM174B,CDC40,FAM117A,AC002511.2,SNRPF,RPA4,TAL1
28960,VEGFB,NEK3,SELENOI,AC092376.2,AC012339.1,LINC02126,AC090519.2,DHX33,RNF122,ANXA5,DENND2A,NPIPA1,AL606748.1
28961,ATP6V1D,AC023905.1,SLC16A9,RSF1,ARMC4,AC017100.1,XPO6,CCAR1,SERPINA11,AL031118.1,AL357054.4,ZNF507,ZNF516
28962,NPW,CCDC106,PPP4R4,ADAMTS12,LINC00517,ATP6V1B2,SAMD12,AC004994.1,TMEM214,AC034234.1,SYNPO2,WDR77,AL049649.1
28963,ELMOD1,OXTR,SAMD1,GNB2,AL357874.1,AC005920.1,MYO5A,RAP1GAP2,AC021074.3,AL360181.4,SBNO2,TUBB4A,SERPINA12
28964,MALINC1,HOPX,SLK,GRAMD2B,AC099499.1,MRGPRE,FAM237A,ABCF1,AC009145.3,GHR,CISH,UBE2L6,LAMA5-AS1
28965,AC007014.1,LINC01614,AC009779.2,INKA1,ERAP1,SPATA8,GLP1R,CABIN1,AC099398.1,AC009686.2,GMNN,AC104574.2,ZBTB10
28966,SYT6,NOP10,SREK1,COX5B,AC068707.1,IFNAR2,RAB27A,WDR1,CISD1,DNAJC4,PCDHGA10,TMTC1,ADGRD2
28967,RADIL,ARL6IP4,FAM177A1,UBN1,AGAP1,OCEL1,NR4A2,VPS13C,EPSTI1,PROKR1,PAPOLB,AC068473.5,CYP2B6
28968,C2orf88,NUDT2,BRD7,CYFIP2,NDUFC1,KLK10,MMP14,CENPP,PSMG1,RNASE13,SSPN,PPP1R3B,CR383656.10
28969,TPD52L2,GLOD4,CAPRIN2,DERL2,MUC15,AC011503.1,TMEM98,REX1BD,AL158071.1,ZNF677,AC244453.2,AC105446.1,CD36
28970,LINC01681,CNIH3,CPSF6,FXYD5,AC080013.1,CRTC1,AC015878.1,KANSL1,MRGBP,OR1D2,HHIP-AS1,IL10RB,AL161756.1
28971,ADTRP,IFFO1,LIMK2,TTC39B,FAM149A,FAM167A,CD40,NINL,AP005229.1,BDKRB2,AL355488.1,SLC16A7,GACAT1
28972,ABI3BP,NFXL1,RBM47,DCK,C7orf65,CATSPERE,RPS2,ARHGAP15,AP5Z1,CST5,GPATCH2L,LIFR-AS1,AC009511.2
28973,RAB15,WNK2,ACSL5,ARHGAP35,POLR2F,PRKCA-AS1,FBXL20,UBL5,RAB2A,LINC02122,LINC01358,RPL36AL,DDHD1
28974,NOCT,MCOLN2,AC008945.1,MTMR3,ADAM9,CBLN3,CCR7,SAR1B,THG1L,TGFBR2,CCDC86,AC002553.1,AL390866.1
28975,CCDC6,SPP2,DPYSL4,SYTL5,TMEM43,CYB5R2,MTX1,LINC00960,CELF2-AS1,AC005996.1,SCRN2,HDAC6,AC023794.6
28976,AP001972.3,KIF9-AS1,FAM214A,APBA1,ROBO3,AK5,LCMT1,NIM1K,AC009093.5,LINC00374,LRRTM1,CCDC84,AC016526.1
28977,RAB7A,MAD1L1,BTBD7,GSK3B,CLIP4,AVEN,ZNF697,TMEM258,AKT1S1,DEFB121,ENTPD1,LINC00921,CDC42EP3
28978,TMEM117,BCAT2,LINC00472,LINC02178,SLC31A2,SYT16,AL357833.1,AC106739.1,CEBPE,LINC01938,PRDX3,MRRF,SH2D1A
28979,PLEKHM2,MAPK8IP3,BEND5,FAM98A,FMNL2,POP4,CXorf49,TPP1,IL17D,SH2D4A,NOM1,AC007878.1,JARID2
28980,NDUFS2,SHTN1,IGLC3,PDE4D,AFAP1L1,AP002748.4,AC078880.3,PAK2,AC129507.2,HOXA3,ADA,PDE1B,PLAUR
28981,ABCA3,KCNMB2-AS1,ZNRF3,NBPF10,C1orf53,PLVAP,FCMR,HELLS,CCT5,AC004052.1,FAM189A2,HBA2,AC009090.2
28982,AL020995.1,LRBA,VAT1L,ARFGEF2,FAM183A,TSC22D3,CTXN1,SLC41A1,AC116666.1,TAS2R13,AL138724.1,ALDH5A1,AC053503.5
28983,BASP1-AS1,RHOBTB2,OSBPL7,TMEM98,AC011239.1,ADORA1,SERPINB8,ANKRD10,UBE2D4,HLX-AS1,RMRP,CXorf40B,DMRTA1
28984,LIN28B-AS1,LINC01916,IL19,FAM168B,HAR1A,ATP8A2,ROBO4,ZNF639,NOC4L,C4orf36,KANSL2,ZBTB34,AC005197.1
28985,MGAT3,RAB24,UHRF1,HACD4,AC107398.2,JAZF1-AS1,GYG1,MICALL1,AC116312.1,MIDN,CCDC3,AC100778.3,PHPT1
28986,MRPS30,RCAN3,RSPRY1,AC087516.2,PRDM9,AC104248.1,HHIP,PTGES,NKAIN3,CFHR3,SPAG1,LINC02223,AP003419.2
28987,ARL6IP1,CDKN2B-AS1,B4GALNT4,PGBD5,AC112721.1,FSTL1,PSMD14,MBD3,LINC01711,KCTD8,MRPL53,GINM1,SLFN5
28988,FAM117B,SETD5,SFSWAP,LHFPL5,ROMO1,LMAN2,SND1,SYAP1,ZNF326,ZNF723,PBXIP1,BTN3A1,AL133163.2
28989,NSUN6,CD276,SLC16A5,EFNA5,AL049794.1,BATF2,AC004707.1,RPS6KA4,MORF4L1,DPP4,WBP1,KRIT1,HOMER1
28990,CRLF3,LDAH,MALL,SND1,AC093909.2,AC016831.7,LINC02276,NAA50,PTX3,PURPL,GEMIN5,PDGFRB,C16orf78
28991,CDCP1,CENPM,ATN1,MSL1,LINC02535,QDPR,CBR3,FUCA1,RBM12,AC244517.12,OR2I1P,C15orf39,GJC2
28992,LINC02253,LGALS7B,TMC6,SGK3,YIPF2,AL161935.3,OSBPL6,TMEM217,INSIG2,PVRIG,MEX3C,CBWD2,AC010175.1
28993,MCAM,TMEM25,SNW1,SCG2,RFTN1,ENOX2,FRMD6-AS1,AC093827.4,SYNCRIP,HSD11B1L,PIGH,AL583785.1,PDCD7
28994,AL157371.2,GANAB,VPS16,SETBP1,RBX1,UBE2U,DOCK11,MLST8,AL034550.1,AC104071.1,SLC9A3R1,PHIP,SAMHD1
28995,C1QTNF12,OSBPL5,TRPC4AP,ANKHD1,ADARB2-AS1,AC010260.1,GABRB2,SAR1A,PIGP,TXNRD1,BYSL,AQP9,AL139041.1
28996,HIST2H3PS2,CDC16,AC005550.2,NAP1L4,RIN2,MANBAL,TEX30,DDX1,TUFM,GATD3B,FEM1C,HTD2,LINC00314
28997,LRRC59,FAM168A,ADCY1,IST1,AL445985.1,CENPA,AL137220.1,MCEE,FASTK,CLDN8,GNG10,SIN3B,AC008507.2
28998,AC135050.1,PFN1,CCDC57,STX1A,RGS8,NTN1,DPY19L1,ABHD5,LINC02273,PICSAR,AC087477.2,TDRD6,RCAN3
28999,CNIH2,TMEM123,CSDC2,CDYL,AC108693.2,EDEM2,SEC61B,MRPL3,YPEL5,MAGEB1,RHPN1,RAMP1,FSTL3
29000,SH3RF1,TBX3,PXMP2,LRRFIP2,AC105118.1,GPR137,YIF1B,LSS,ITPKB,AC103808.2,LINC00681,OAS3,GCSH
29001,MTRNR2L3,EXTL3,TRIM72,CPXM2,AC097478.3,GHITM,AL356022.1,PIN1,MRPS34,MESP1,CAPS2,PPARGC1A,AP001830.2
29002,PPP1R1C,JHY,USPL1,DPM2,ZNF331,RAPGEF4,MMP8,RABL6,DCXR,MRGPRE,POU5F2,EZH1,TPBG
29003,WFDC8,CELF2,PCSK9,TAGAP,AC007608.2,ASCC2,FBL,VAC14,LINC01826,PCDHB7,PPP6C,PNP,DMRTA2
29004,USP15,SLCO2A1,SYNJ2BP,AP000695.1,AMBRA1,CRTAC1,TFPI2,MGME1,UQCRC1,GCGR,Z97989.1,ANKRD9,GBP1
29005,TAF13,C4orf47,FNDC3B,MTRNR2L1,BTNL8,NFE2L1,MYL2,PREX2,ZFP36L1,PDIA2,EIF3C,TPRG1L,GATAD1
29006,CFAP61,AP3D1,RIF1,TRAPPC5,LINC01501,LINC00519,RANBP9,KRTCAP2,RRM2,AC104237.1,ATF6B,ACSS1,KLRC1
29007,RNF149,SLC9A8,SUDS3,DBNL,QARS,BCAS4,GATAD2A,AP001468.1,LBP,TRAV23DV6,AL162231.2,DNLZ,CD5L
29008,AC002454.1,RCAN2,SLU7,EXOC5,C12orf75,AL513327.1,RGS6,C6orf163,S100A8,TIMP4,SNX16,SLC2A4RG,AC123912.2
29009,ITPKB,TMED4,PTP4A1,RRP12,LINC02024,LINC02508,RRP12,IER3IP1,MIR210HG,LINC01507,KHDC4,PTPN2,FOXC2
29010,IFNG-AS1,LY6E-DT,VASH2,CLCN5,LINC01720,TEX14,AC068234.2,HLA-F,GPRIN1,C3orf85,PPP1R3B,VSIG10L2,AL662791.2
29011,DCAF12L2,TUBG2,SH2B2,AL355102.4,MRPL13,SLC12A7,DCSTAMP,LINC02128,SLC16A1,AC004080.1,SUPT16H,AF213884.3,AC068993.2
29012,AC099508.2,RSRC1,PTPN12,TMEM134,LINC00376,CTNND2,CD7,SF3B2,DCBLD1,TRBV30,CDH19,TRAF1,AC091053.1
29013,CDC42SE1,POP7,CHRM3,CHP1,PBX3,RIPK3,TRIM35,RGS11,AFP,CYP2U1,APTR,HSD17B8,IFNGR1
29014,SLIRP,FOXRED1,HIVEP3,AL136115.2,AC008440.2,MYH4,LINC02526,EI24,TMEM14B,AC124057.1,PPM1K,PNPT1,TRERF1
29015,JADE3,MMS22L,IRF1,USF2,AC018410.2,LINC01839,LY6K,METTL5,RFPL1,PRAMEF20,DDX47,SLC25A38,NCAPD3
29016,USP3,UBXN6,DNMT1,ITGAE,ASS1,PAIP2B,MPPED2,ADGRB2,LASP1,AC105271.1,ENPEP,OGN,LINC01925
29017,UTP4,AC107294.2,BCKDHB,UMODL1,AC023983.2,ZNF541,HTR7,HTRA2,DCAF13,LINC01627,DHRS1,TSPAN11,AL606804.1
29018,MYO1F,CEP55,SCN5A,SOHLH2,SCAMP2,MRAP,LINC00519,S100A16,KARS,TCL1A,PAIP1,NAALADL1,HOXB-AS1
29019,IL3RA,RPUSD3,EVI2B,SMG5,AC067930.2,PPP1R12C,SIGMAR1,CDC42EP5,NFIX,UBXN11,CDC40,WDR82,PABPC1
29020,CALML5,SPPL2A,TRIM16,DLX5,PRCP,APLN,SIX2,ACAT1,RAB4A,VAT1L,AATF,SFN,AP001476.3
29021,VWC2,MRPS33,ENDOD1,SLC16A10,AGPAT4,MRPL12,AC139099.2,RGS9,ABHD17C,NGF,QPCT,PLEKHG2,AL356364.1
29022,AL391121.1,TMEM241,CYB5R2,AC009139.2,ZHX2,WFDC8,TMEM184B,PLEKHA1,FAM136A,ARRDC4,AC087645.2,SAMD9,FOLR1
29023,NSMAF,BTN2A2,DCAF16,TMED1,LINC00348,SMIM19,NPR2,AC008592.2,DUOX2,AC068135.2,SAT2,AC008393.1,HIC2
29024,LINC00887,THADA,CLK4,RELN,DMAC1,COMMD4,BUB1,LY96,LINC01271,GRIK2,AC027013.1,ZNF174,AC096667.1
29025,EGLN3,MSRA,MEX3C,NRBP1,AC025946.1,NDUFA3,AL162727.2,SLAIN2,PPP2R3A,FAM228B,GSTM4,AC025164.1,SOAT1
29026,LINC02336,BDH1,SHC2,SERAC1,THYN1,PCYOX1,EFHD1,RPP25,FAM204A,SNCA-AS1,GLIDR,STRBP,AC106795.2
29027,CA1,HOXB5,RPS6KA1,VAC14,LINC01146,FAM83G,SLC9B2,ECI1,FNDC4,AC091965.4,TTC33,ZBTB20-AS5,KAZN-AS1
29028,KCNMA1-AS3,PKP2,KCTD11,NPAS2,RNF181,GRIN2B,TRAPPC6A,SLC41A3,RTN4RL2,TPRG1-AS2,NPIPB4,HIST2H2BE,LINC01096
29029,PITPNM2,ERMAP,CIB2,HYAL1,LINC00525,EMC4,CHRM3,AC103982.1,AL133383.1,AMACR,EPS8,PABPN1,RAB20
29030,NDUFA7,EFNB3,KCTD10,TSR3,AC007881.2,AC009119.1,ADRB2,GMPPB,TMEM184B,LINC02478,TMEM44-AS1,TIPARP,LINC00884
29031,AL358332.1,INVS,AP003555.1,FHDC1,AC090877.2,NKX3-2,LINC02457,SHOX2,AGPAT2,SIDT1-AS1,PTPN2,JOSD1,PLEKHO2
29032,AC025043.1,STARD3,USP11,HSPA9,LINC01999,EHD4,MRTO4,AC124276.2,SDR9C7,PPP1R3C,IGSF9B,ATP1A2,LINC02451
29033,SPACA6,AC005332.4,CAMTA2,MRPL55,AC005096.1,AC011444.3,IZUMO3,SULT1B1,ABHD14A,LINC00626,AC092652.2,SP4,PYHIN1
29034,AC017074.1,NPTXR,CUL1,C16orf87,ACTL8,HFM1,RPS11,SVEP1,SLC35B1,ADH4,ADI1,FAM181B,FAM83A-AS1
29035,NOC2L,SCRN3,SNX4,FAM50A,CNIH4,DKK1,NFE2L2,LINC01191,CNPY2,AC090505.2,AC007878.1,SCFD2,TSGA10IP
29036,FKBPL,C6orf89,KRT5,SLC30A4,AC145625.1,BCKDHB,GML,IGFBP2,AL121721.1,AC093458.1,AC104506.1,RAB9B,AL035588.1
29037,MEGF9,MYO6,IGHA1,SLC17A9,TRPC7,PPFIA2-AS1,TOMM6,KIF5C,ATP5MC3,AP000235.1,HSPA1L,C12orf57,AL035691.1
29038,RPS6,AL161935.3,HMGXB4,UFC1,VTCN1,AC092803.1,HGS,CBX4,AC010255.2,LINC01668,FUZ,TMEM164,ETF1
29039,TAF10,PCYT2,N4BP1,MIF4GD,HLA-F,XXYLT1,PREB,PLPP5,IZUMO2,PSG6,TRIM4,ZNF510,AC003984.1
29040,DSP,SMUG1,LEO1,SCT,SPINK13,FLOT2,RAP1A,DHRS7,SYDE2,AC092447.5,SP110,TMEM246,PANX1
29041,AC067773.1,SOX6,GBP3,LINC01483,ITM2C,L1CAM,PGM2L1,SND1,FOXL2NB,CRP,CDK11B,RNF146,BCL2L11
29042,AC100771.2,GOLT1B,N4BP2L2,AC011389.1,ID3,AC025822.2,IRX3,APEH,CIC,AL390067.1,PRPF40A,ATPAF1,APP
29043,TTC23L,ZDHHC21,GALNT7,ERC2,TFG,AC104407.1,COA3,ZMPSTE24,KCNG1,GABRB2,AC020911.2,CCDC180,AL157902.1
29044,NINJ2,DNTTIP1,IL15,RAB11FIP3,MIR155HG,AC083795.2,MGAT3,AC090625.2,PDCD1,AL354892.2,ZNF436-AS1,MROH7,GFI1
29045,LINC01885,AMPD3,STRA6,GPR137C,AC145207.4,AC107953.2,BSCL2,BAALC,OPTN,APLNR,CFAP300,WASHC1,SPEM2
29046,SLC35B1,LIMS2,CCND1,LSM14A,HSD17B11,FRMD1,TAL2,COPS6,ACAT1,KLHL4,PRCC,TRMT10B,USP9X
29047,AL355916.1,TTK,ETV7,C1QL1,AC005329.2,FLI1,LINC02314,VPS26C,DNAJC6,MAF,CDC37L1,AL021707.6,AC116003.1
29048,UBAP2,MXRA8,CTF1,LZTS3,CHL1-AS1,UNC80,STAU1,ALYREF,IL6R-AS1,LINC01783,RBMS1,MPHOSPH8,ZNF80
29049,PHTF1,USO1,TRPC3,VPS54,SPINK2,EEF1AKMT1,ETNK1,HOXD9,EVL,AL161785.2,PAXIP1-AS2,HIST1H1C,AC097504.2
29050,SRSF8,COLGALT1,F3,BBC3,PLCZ1,SPINK1,NOP53,PET100,SLU7,LINC01988,MAP3K5,RNF166,APOBEC3B
29051,ABHD6,DNAJC30,PLP1,AFP,WFDC5,KLK7,AP003306.1,CABLES1,AL049830.3,AC010857.1,SP3,RXFP1,CDH16
29052,ADGRG1,NUDT14,IRF3,CEP152,LINC00165,HIST3H2A,AC092691.3,CCDC93,ETF1,AC090001.1,AL031430.1,LYNX1,SCAF11
29053,STX1B,MRPL16,RNF2,TRAPPC4,AC093484.2,SMKR1,FOXS1,AGO4,MRPS25,RTP1,RGL1,AQP3,AP005436.3
29054,CLOCK,NDUFB5,PPIB,LINC02233,AL583785.1,EIF4E3,DLGAP5,CHRFAM7A,SPATS2,RANBP3L,LINC02447,INPP4A,AC011477.3
29055,SLC7A1,ABHD18,ZNF791,UQCC2,ALOX12B,ENO2,C2CD2,TBX1,MCRIP2,RHPN1,SYNGR2,AC240274.1,NFKBID
29056,LAP3,AKAP10,POMGNT1,WDR18,EGFL6,AC002064.2,AMDHD2,PRPF40A,C11orf98,AL512274.1,BNIP3L,NUAK2,RNF227
29057,AC020913.1,FAM192A,CDYL,SALL4,TRIM22,NDUFB8,ATP5F1D,AC040970.1,LINC00607,NUAK1,LDB2,PHLDA3,LINC01481
29058,DNTTIP1,ATP5PO,RAMP3,CAVIN4,PAPLN,ALK,HSPA4,WDR26,ESR1,AC006458.1,MCMBP,PGM5P3-AS1,PLEKHA6
29059,NRXN1,AC009063.3,RCC1,RPS6KB2,AC034199.1,SEMA5B,AC109597.2,PSMD13,CD1E,MKX-AS1,LIMD2,ZNF662,BEX5
29060,MATN3,ITGB1BP1,MIRLET7BHG,LINC02476,TMEM37,CD14,OR10D3,DESI2,RARS2,AC109309.1,TRMT1,MUC20,PEBP4
29061,CFAP57,MXD4,EPN2,CHMP6,AC022733.2,OTUB1,KCTD3,ZC3H12C,LINC01018,AC124283.1,AGO3,TRIM23,CRB3
29062,LINC00672,AC007923.4,FLI1,DBNDD1,LINC01911,AGTRAP,FKBP8,SDF2L1,CNN2,AL138478.1,SULT1A1,HBA1,AC087222.1
29063,SEL1L3,TCEAL8,SPINDOC,RGS2,GACAT3,LINC00604,AC114760.2,LINC00545,TOMM20,CD47,OSBPL8,FAM162B,AC092378.1
29064,FAM214B,FABP5,HMGA2,HDAC2-AS2,CHST5,HEPN1,OAS1,SMARCD2,TRIM31,SNHG15,HDX,NTHL1,SPEM1
29065,CSAD,TP53INP1,NRDC,NENF,CDHR3,SLC7A14,AL645465.1,SLC35E4,TMEM256,CROCC2,CCDC84,C11orf71,LINC01977
29066,GAL,DUXA,PACS1,AC112722.1,AL645608.8,AL139260.1,GLOD5,NAXE,VPS25,IGHV1-3,IKZF5,APBB1IP,AC016595.1
29067,AL683807.1,TNFRSF6B,ST8SIA2,IFRD2,POLD4,ECEL1,NIN,TRPM8,LINC02415,AC091167.5,PAIP2,RBL2,CYB5D1
29068,TRIM37,AL355001.2,CLIP3,EFS,TAC1,PPT1,AEBP2,MYO18A,AC112503.2,AC021660.2,WNT6,SLCO1C1,AC069209.1
29069,VCL,CDCA7L,HIST1H4E,C11orf53,NTM-AS1,RPH3AL,KCNQ1,GPER1,LMF2,AL021937.3,EVA1C,ARHGEF25,AC025031.4
29070,AC246817.1,CBY1,ITM2A,SERTM1,AC108472.1,ORAI2,AL590438.1,HK2,IFI35,RSPO3,MECP2,ADCK2,AC010907.1
29071,LINC00445,DNAJC13,CCDC170,AC114488.2,ARHGAP32,SAT2,DRC1,H2AFY,CHEK1,AL035250.1,LRTM1,ACBD4,AC011455.1
29072,LIMD1,ZNF451-AS1,PDXP,FBP1,OR51M1,KIF13B,AL606489.1,SNTA1,AL162231.2,LGALS9C,AKR1C3,SMAD3,UPF3B
29073,AF130359.1,MYL12B,AP002784.1,COG6,COA3,ARL6IP4,GHSR,DACT3,PLBD2,NLRP6,RAB3D,YTHDC2,HMGB3
29074,AKR1B10,AAAS,ANKDD1A,MARK4,FLNB-AS1,C2orf81,NUCB2,KCTD11,MYH10,TRH,SQOR,ZNF248,AL138689.2
29075,SPNS3,TTC13,ZNF92,PPM1G,NTPCR,PRAP1,PGAM1,SSR3,SPOCD1,AP001574.1,ZNF174,UBL4A,CHST11
29076,LINC02584,ZNHIT6,EYA1,EMX2OS,AC107021.1,AL354984.1,COX7B,LINC01142,FOXD1,PRR23A,CAPN2,PLD1,ZMAT3
29077,NKPD1,ATF7,EIF4E2,ATG7,LINC00370,FLG,BX072579.2,ATP1A1,AL354977.1,SYNE2,TMEM38B,AC104051.2,COL27A1
29078,FLVCR1,ATP6AP1,SRSF1,CACNA1A,CPPED1,GLB1,LYPD1,LINC00342,C4A,LINC01049,C9orf78,SPIN1,CD81
29079,AF212831.1,GSTK1,JUN,ZNF565,NPAS3,PRSS2,GMPPA,SLC38A6,RNPEPL1,AP000808.1,DNAJC6,TMEM192,AC107373.2
29080,ADAM17,HPS4,TEPP,MXD1,FAH,AC124861.1,DUSP4,PTGER4,ODC1,AC079763.1,BAG5,MACROD2,AC007952.4
29081,AL138787.2,HAND1,AC116366.1,PSMG3,MGAT1,MYL3,GNL2,RNF213,SERPINA6,AC131649.1,PTBP1,COL4A3,KCNQ1OT1
29082,MBTD1,MRPL37,XIAP,MMP1,JOSD2,AL162725.2,AL139260.1,ADCY4,USE1,STAC,CACHD1,ANXA2R,GABRG1
29083,AC008164.1,OVCA2,RGPD3,PITPNA,PIN1,SULT2B1,YIPF3,LINC01725,AC232271.1,LINC00535,HNRNPD,RPL11,AC068858.1
29084,SLFNL1,MRPL54,UCN2,TBC1D23,MTRNR2L1,DPYS,AC021739.5,RNASE4,FAM83D,C12orf80,PEX5,CACNB1,OTX1
29085,BNIPL,SRPK3,BTN2A2,METRNL,DCAF8L2,AC027644.3,TMEM132B,NAA38,PCDHGB4,AC098479.1,CYP2U1,STXBP1,GPR84
29086,NEK7,PIGK,AC110023.1,RFNG,ETFA,COX6B1,SPDYA,MRPL54,ABHD17A,LINC01878,RPS12,TMEM106B,BZW1
29087,NF1,NPR3,DRD4,COX6A1,CTTN,DPYSL3,PSMD4,SUN2,PSEN2,AL590677.1,NUP98,FBLN7,CDKN2B
29088,EIF3E,LIX1,MMP9,RNF126,SHLD2,TNFSF12,BZW2,NUDT18,PDIA4,AC073316.1,UBE2A,ZDHHC15,ING2
29089,TTTY14,PBXIP1,IBTK,SUN1,SNX10,AJM1,AL136140.1,COLGALT1,BX322559.1,AL136164.1,TUBB4A,CCDC32,AP001330.1
29090,CNTN4-AS2,NEK7,TIPRL,AC002066.1,AC093627.1,COL28A1,AL137186.1,HIST1H2BO,LINC01396,AC092067.1,SLC25A5,FGFBP3,RAB8B
29091,SLC25A4,KLHDC2,AIMP1,NF1,LGI2,CDK6,LARP6,DEAF1,DMRT2,AC002115.1,AKAP17A,WWC3,MTRNR2L6
29092,KCTD19,ITGB8,ATAD2,CCL11,LINC00836,GRIA1,DISP3,LINC01260,PLGRKT,ZXDB,APOL1,TTC21B,NR1H3
29093,AP001434.1,PIK3R2,PUS7,SLC48A1,ALCAM,PREB,CAPSL,TMEM181,CCL8,AC027682.6,CD7,GEMIN8,LINC00901
29094,SLC10A1,ACAT1,EDARADD,AADACL2,PLAUR,GML,DHRS12,DIO3OS,AC068831.4,MIR1302-2HG,TMEM41A,ZNF516,ATAD2
29095,BTBD7,TANGO2,KDELR2,CA5B,LPO,AC079760.2,MAP3K7CL,BDKRB2,DNAJB4,AL445931.1,ANKRD29,MACROD1,NRBP2
29096,PTGER1,SPON1-AS1,CELF1,CDC42BPB,HAPLN2,OSBPL8,PLXNA1,MELTF,AC061961.1,WDR74,RBM14,BIVM,AC008703.1
29097,PTPRB,FAM50A,AC092384.1,PLA2G15,AKTIP,AL023754.1,ZFHX3,BTBD2,MSRB1,AC092800.1,ZNF24,CAVIN1,AC007728.2
29098,ANKHD1,MMADHC,TMED9,MEF2C,AC016642.1,CNTFR,WDR26,MEF2D,LINC02470,KDSR,SINHCAF,SRSF1,LINC00315
29099,NIP7,PIAS3,SUGCT,RREB1,MAGEE2,C14orf180,TP53INP1,IRAK2,FAM170B,SYCP2L,ZNF263,LINC00924,IPO7
29100,RPL4,PRKG2,C1orf122,ZFYVE1,XBP1,YIPF3,TROAP,DAD1,TMEM132E,MXI1,IRF9,RPAP3,AL391597.1
29101,KIAA0825,DYRK1A,GPR37,CYC1,LAMTOR4,TMEM273,RHOA,USP9Y,NASP,LINC02274,ANKH,RMDN2-AS1,KBTBD11
29102,DAPL1,NDUFA8,LBP,DNAH11,ERGIC1,FXYD2,IFI6,CEMIP2,TMEM92,AC079896.1,EXOC3L4,PFDN5,WNK2
29103,LINC01090,HIST1H1E,AC015909.1,GRB10,AC119674.1,BBOX1,AC002383.1,IFT57,ARPP19,RPEL1,BCORL1,FAM102A,VASH2
29104,B4GALT1,CHURC1,TP53INP2,BCAS3,TUBA4B,AOAH,TIMM10,TBC1D2B,DNAJC8,RN7SL832P,AC016394.1,AC027117.2,ACSM2A
29105,NOS1,FAM53B,DENND5A,RNF149,IL1RL2,HS1BP3,TMEM54,SEM1,SMIM20,AC106799.1,CXXC4,TFDP1,ZIC2
